0	0.0160820333333		0.0716323666667		0.956129133333		
1	0.0191451		0.2976866		2.78411046667		
2	0.0276407666667		1.05757263333		6.20512436667		
3	0.0748816		2.40059206667		11.9140958333		
4	0.147368933333		4.66190706667		14.0251349		
5	0.316206066667		7.303237		18.6496564		
6	0.6178855		10.0576005		26.1417612667		
7	0.2139758		12.6071629667		37.7942924333		
8	0.9391253		17.7367186667		45.0111093333		
9	1.1170672		25.1339751667		115.3343514		
10	5.87279006667		43.9546079333		393.3643291		
11	1.20340876667		132.320853133		414.7786686		
12	3.17151083333		281.333348167		508.428412833		
13	1.6231374		381.328617267		533.5221383		
14	40.4085980667		448.706615267		549.948765667		
15	5.74794423333		460.514851867		573.828329		
16	3.43668196667		494.362536167		825.0305373		
17	5.31748346667		512.520452467		869.933883833		
18	357.750968867		562.232638833		989.762909667		
19	3.45703383333		643.306648667		1143.9881745		
20	7.17269663333		802.647807567		1146.6238882		
21	19.7127404		963.766610067		1158.6087908		
22	19.8419059		1045.0180577		1305.45298437		
23	9.50208596667		1079.85207427		1327.5551323		
24	6.9994913		1107.97092517		1400.42712997		
25	12.5577281667		1198.50984903		1561.03003937		
26	21.1685182667		1244.97293107		1622.9286063		
27	17.453776		1298.85086687		1779.2106639		
28	32.0277322333		inf		inf		
29	22.2951337		inf		inf		
30	9.9668824		inf		inf		
31	548.231867867		inf		inf		
32	9.04327036667		inf		inf		
33	79.8127694		inf		inf		
34	47.1557125		inf		inf		
35	192.726380833		inf		inf		
36	8.39280553333		inf		inf		
37	37.7428035333		inf		inf		
38	21.0337977333		inf		inf		
39	221.395903233		inf		inf		
40	14.9826921		inf		inf		
41	32.5262539667		inf		inf		
42	47.4535269667		inf		inf		
43	29.2925964		inf		inf		
44	250.246581533		inf		inf		
45	92.0033451667		inf		inf		
46	6.94432323333		inf		inf		
47	279.262567067		inf		inf		
48	328.834880933		inf		inf		
49	345.850804267		inf		inf		
