0	-24.8333333333		-16.6266666667		-10.0		
1	-19.6666666667		-15.495		-11.3333333333		
2	-19.5		-15.675		-12.1666666667		
3	-19.5		-15.6866666667		-12.1666666667		
4	-19.5		-15.69		-13.0		
5	-18.5		-15.3633333333		-13.1666666667		
6	-19.0		-15.3633333333		-13.0		
7	-18.3333333333		-15.335		-13.0		
8	-18.6666666667		-15.2016666667		-12.5		
9	-18.6666666667		-15.3666666667		-12.5		
10	-19.1666666667		-15.5333333333		-12.3333333333		
11	-19.0		-15.35		-12.5		
12	-18.3333333333		-15.0683333333		-12.3333333333		
13	-18.8333333333		-15.1983333333		-12.0		
14	-19.0		-15.495		-12.3333333333		
15	-19.0		-15.5216666667		-12.6666666667		
16	-19.3333333333		-15.6866666667		-12.6666666667		
17	-18.3333333333		-15.535		-13.3333333333		
18	-19.5		-15.51		-11.8333333333		
19	-19.6666666667		-15.5383333333		-12.6666666667		
20	-19.8333333333		-15.24		-12.0		
21	-18.8333333333		-15.1983333333		-12.3333333333		
22	-19.6666666667		-15.25		-12.1666666667		
23	-20.0		-15.4233333333		-13.6666666667		
24	-19.3333333333		-15.0533333333		-12.5		
25	-19.0		-15.1866666667		-12.1666666667		
26	-19.3333333333		-15.0616666667		-12.6666666667		
27	-19.1666666667		-15.195		-12.6666666667		
28	-20.1666666667		-15.3966666667		-12.5		
29	-19.5		-15.3866666667		-12.6666666667		
30	-19.1666666667		-15.5166666667		-12.5		
31	-19.8333333333		-15.3733333333		-12.0		
32	-20.0		-15.525		-12.6666666667		
33	-20.0		-15.7416666667		-13.5		
34	-19.8333333333		-15.7183333333		-13.0		
35	-20.0		-16.0183333333		-12.8333333333		
36	-19.5		-16.0016666667		-12.8333333333		
37	-19.1666666667		-16.1466666667		-13.8333333333		
38	-20.0		-16.195		-13.0		
39	-19.6666666667		-15.8483333333		-13.0		
40	-20.1666666667		-16.0333333333		-13.1666666667		
41	-20.6666666667		-16.0616666667		-13.1666666667		
42	-20.0		-16.175		-12.6666666667		
43	-19.1666666667		-16.18		-13.3333333333		
44	-20.5		-16.2		-12.6666666667		
45	-19.8333333333		-16.1933333333		-13.5		
46	-20.3333333333		-16.165		-13.0		
47	-20.1666666667		-16.3616666667		-13.3333333333		
48	-20.5		-16.5483333333		-13.8333333333		
49	-19.5		-16.5083333333		-13.3333333333		
