0	0.4108339		4093.68861517		19311.7349969		
1	180.861794		11068.9514599		19748.5433054		
2	937.059393433		13658.5104562		19930.2490542		
3	1056.53696627		14830.9612365		19961.2722663		
4	1754.8403597		15730.0582287		19950.9311956		
5	2948.99004953		16367.6349906		19961.2722663		
6	2823.91991207		16735.9642258		19920.6298828		
7	3053.98322717		17060.4044846		19940.5901249		
8	2969.20552327		17264.4236585		19961.2722663		
9	2487.39476423		17370.9171801		19961.2722663		
10	2705.8324934		17537.2285624		19971.613337		
11	3000.0388244		17642.1653114		19971.613337		
12	3240.64653733		17816.7732601		19971.613337		
13	2819.28662813		17854.104566		19961.2722663		
14	2143.34442733		17891.0156463		19950.9311956		
15	2659.6257215		17991.5352269		19961.2722663		
16	3017.98592463		18023.4095692		19971.613337		
17	3739.02912097		18031.0096863		19971.613337		
18	2313.82436003		17974.7438527		19961.2722663		
19	1963.74467983		18023.2956589		19971.613337		
20	1682.7300819		17945.328222		19971.613337		
21	3236.85941147		18114.2640235		19971.613337		
22	2035.1584588		18058.3233161		19971.613337		
23	4203.30576373		18199.2657941		19971.613337		
24	3185.93603987		18241.9274424		19971.613337		
25	3322.50724593		18218.4383525		19971.613337		
26	3782.56413977		18310.24616		19961.2722663		
27	3646.18517297		18277.0249128		19971.613337		
28	2780.62045787		18171.1398336		19971.613337		
29	2858.8937572		18233.4798588		19971.613337		
30	3524.2765982		18236.1126882		19971.613337		
31	2849.97942737		18229.59829		19971.613337		
32	2394.93915993		18223.7647488		19971.613337		
33	2445.51658143		18233.0337733		19971.613337		
34	2899.05164493		18263.2589472		19971.613337		
35	2538.1171104		18238.2935884		19971.613337		
36	3038.13295333		18264.8025215		19971.613337		
37	4488.60984443		18410.6143495		19971.613337		
38	2438.86244997		18330.5210722		19971.613337		
39	3501.9352571		18335.9256953		19971.613337		
40	2718.52411027		18337.2332463		19971.613337		
41	2991.68103817		18307.9035315		19971.613337		
42	2599.34707367		18251.7430207		19971.613337		
43	3878.1006684		18332.3930983		19971.613337		
44	2182.85028587		18262.0250422		19971.613337		
45	2752.29345613		18371.7828771		19971.613337		
46	2833.9016099		18356.056459		19971.613337		
47	2917.27865483		18459.7972619		19971.613337		
48	3350.6288746		18389.9626287		19971.613337		
49	3619.25388703		18360.2948774		19971.613337		
